uid,paymentType,Payment
upesg,type2,200
erlao,type2,200
cixur,type1,400
ivfll,type2,200
asjsj,type1,400
rqnei,type2,200
mfxdp,type2,200
ykmxx,type2,200
tdsci,type2,200
vdsrw,type1,400
vdsrw,type2,200
ajbii,type2,200
kqdrv,type2,200
ryttf,type2,200
wyeup,type2,200
cadrp,type1,400
cadrp,type2,200
ionuu,type2,200
frnhc,type2,200
eyqkd,type1,400
jmyak,type2,200
haild,type2,200
mcaxd,type2,200
vuqtn,type2,200
qnsyu,type1,400
uqdkw,type2,200
lgerg,type1,400
evikd,type1,400
rfkws,type1,400
rfkws,type2,200
xlfkt,type2,200
fjhaj,type2,200
wcryy,type1,400
kbmse,type2,200
seuhm,type2,200
bgwrm,type2,200
qvueq,type2,200
wlufk,type2,200
fuouk,type2,200
jeupx,type1,400
pfska,type2,200
yahss,type2,200
jqpjn,type2,200
wxwvj,type2,200
xbvvf,type1,400
xbvvf,type2,200
axxnb,type1,400
ihwpb,type2,200
lpede,type2,200
ltyft,type1,400
ltyft,type2,200
xtlmq,type1,400
hrknw,type2,200
tpwvb,type1,400
tpwvb,type2,200
punao,type2,200
hxxgq,type2,200
xhcje,type1,400
tydob,type1,400
tydob,type2,200
jcbbj,type2,200
jkccj,type1,400
jkccj,type2,200
lotcu,type2,200
jicla,type1,400
ocvuh,type2,200
wmpda,type2,200
giwid,type2,200
vrirr,type2,200
lnahd,type2,200
lyaio,type2,200
oxkor,type2,200
sutnf,type1,400
kgsmp,type2,200
jmjhw,type1,400
jmjhw,type2,200
rlbsg,type2,200
woxyq,type1,400
orqlq,type1,400
kcbav,type1,400
upxtl,type1,400
upxtl,type2,200
punsr,type1,400
yfkhy,type1,400
ghcrk,type1,400
emymk,type2,200
obrjo,type2,200
aohet,type2,200
qbtbt,type2,200
sqjrb,type2,200
pfawq,type1,400
usuho,type2,200
tjobl,type1,400
qnoyu,type1,400
tghcc,type2,200
chahn,type1,400
cijwv,type1,400
cijwv,type2,200
axikb,type1,400
qhmeq,type2,200
sqhhm,type2,200
hvbhg,type1,400
hvbhg,type2,200
eitdw,type1,400
wilak,type1,400
mrdml,type2,200
lkspv,type2,200
hfxsi,type2,200
rxryq,type2,200
ofidc,type1,400
qpdxq,type2,200
kyvqv,type1,400
ukadn,type2,200
uvbrk,type2,200
esfcj,type1,400
sgkfg,type2,200
prvem,type2,200
ahrmt,type1,400
kxvvm,type2,200
iqpaa,type1,400
ybndo,type2,200
cayan,type1,400
bgfff,type1,400
ddmdl,type2,200
jqcgg,type1,400
rqbso,type2,200
gagds,type2,200
scxks,type1,400
scxks,type2,200
hebqx,type2,200
fbjkr,type1,400
vhcjs,type2,200
ahiex,type2,200
naxkb,type1,400
wnvpk,type2,200
ddjwe,type2,200
gkyqd,type2,200
piilb,type1,400
piilb,type2,200
dcvdl,type1,400
mlldb,type2,200
vqcod,type2,200
jriqy,type2,200
chjks,type1,400
qstyf,type1,400
igkmd,type2,200
mgifm,type1,400
ygwsw,type1,400
ylkwp,type2,200
ylgxm,type2,200
syjls,type1,400
kicxj,type2,200
uynwq,type1,400
okolp,type2,200
xdesj,type2,200
horqg,type2,200
lkoqs,type1,400
fcwqb,type1,400
fcwqb,type2,200
pdrku,type1,400
untpc,type1,400
untpc,type2,200
ipcpn,type2,200
rrtyt,type2,200
fihsd,type2,200
jgrjg,type2,200
rgtln,type1,400
vceob,type1,400
mcyiv,type2,200
jrvff,type2,200
bcpkb,type1,400
yfaeh,type2,200
yfmxk,type2,200
gkxvx,type2,200
wkcai,type1,400
odogj,type2,200
lbkdc,type2,200
sbvdm,type1,400
mdsqn,type2,200
calkj,type2,200
pmxpx,type2,200
cbrnl,type2,200
dgaly,type1,400
nepid,type2,200
fvwum,type1,400
pqdjo,type2,200
enblr,type1,400
enblr,type2,200
altsf,type2,200
ncphm,type1,400
jhyfk,type2,200
ltwpa,type2,200
nruhc,type2,200
tqehj,type2,200
blrgc,type1,400
uiwpa,type1,400
uiwpa,type2,200
ajskx,type2,200
vckyp,type1,400
nylqj,type2,200
usmkb,type1,400
qglqf,type2,200
bslel,type2,200
dgroa,type1,400
dgroa,type2,200
aedkl,type2,200
wdcbt,type2,200
kumxb,type2,200
ytdgb,type2,200
uerxe,type2,200
hkoev,type2,200
sbink,type2,200
jphqt,type2,200
sgxcf,type2,200
aulng,type2,200
trcgq,type1,400
bguyc,type2,200
pwuyy,type2,200
dplee,type2,200
lqfup,type1,400
ffbao,type1,400
ffbao,type2,200
ytyhg,type1,400
pccia,type1,400
tljkw,type1,400
tljkw,type2,200
thbiq,type2,200
ubbhn,type1,400
ritmx,type1,400
ibabk,type2,200
ogxyf,type2,200
cumkc,type2,200
oqyox,type1,400
oqyox,type2,200
kidfd,type1,400
aonru,type1,400
lgosm,type2,200
gsqix,type2,200
uvhis,type1,400
ovked,type1,400
uvgdb,type2,200
ticlf,type1,400
xuriq,type1,400
sxlvo,type1,400
sxlvo,type2,200
ixkmh,type2,200
nrfwa,type1,400
xrysg,type1,400
jnpvc,type2,200
iqmup,type2,200
hdhks,type1,400
fafvc,type1,400
ocyls,type2,200
qwxpx,type1,400
sljlx,type1,400
hfdhj,type2,200
kghai,type1,400
kghai,type2,200
eixvc,type1,400
mnvhh,type2,200
uhjha,type2,200
lxuuc,type2,200
ygbky,type1,400
eejgw,type2,200
sytuk,type2,200
pujsp,type2,200
knqkn,type1,400
knqkn,type2,200
njoyv,type2,200
fclog,type2,200
drsaq,type1,400
jyyxr,type1,400
jyyxr,type2,200
dynex,type1,400
utakt,type1,400
bchte,type2,200
hidtv,type1,400
hidtv,type2,200
ducmn,type2,200
sclon,type2,200
xhoiq,type1,400
orxex,type2,200
cecop,type2,200
mjbxj,type1,400
kqslm,type1,400
grqjp,type1,400
mseoj,type1,400
sjjjt,type1,400
sjjjt,type2,200
entsk,type2,200
wrplp,type2,200
jgdii,type2,200
goyyf,type1,400
rwing,type1,400
asvoq,type2,200
oqhae,type1,400
saqva,type2,200
mawwm,type1,400
mawwm,type2,200
pbvrp,type1,400
cgrew,type1,400
yncin,type2,200
vmhvj,type2,200
xaetx,type2,200
abjtd,type2,200
xfnms,type2,200
vikqp,type2,200
fthpj,type2,200
rfubb,type1,400
ehaxi,type2,200
srdrl,type2,200
arpko,type1,400
arpko,type2,200
xvwti,type2,200
wcpfc,type1,400
wcpfc,type2,200
njcmf,type2,200
hnrje,type2,200
qhngt,type2,200
hwisu,type1,400
wvnwm,type2,200
dprjr,type2,200
ysovh,type2,200
tmnys,type2,200
kcknl,type1,400
kcknl,type2,200
xyjur,type2,200
ufanx,type2,200
efwum,type1,400
lmwnp,type1,400
lmwnp,type2,200
vviek,type1,400
jvuab,type2,200
gnmvx,type1,400
nstwj,type2,200
eitti,type1,400
ctgif,type1,400
ctgif,type2,200
ndocb,type2,200
lqehb,type2,200
vlwwy,type1,400
txitw,type2,200
xdfwc,type2,200
letff,type2,200
sraba,type1,400
sraba,type2,200
tunbb,type2,200
imkwb,type1,400
imkwb,type2,200
bggos,type2,200
ubpxc,type2,200
hxkcq,type2,200
mhrjo,type2,200
dujof,type2,200
phtwg,type1,400
phtwg,type2,200
cyqyt,type2,200
eqqgs,type2,200
yynpb,type1,400
ecvqy,type2,200
pvwmd,type1,400
pvwmd,type2,200
aswsx,type1,400
uqwxb,type1,400
nifxb,type2,200
hufww,type2,200
afkdr,type1,400
cwnhi,type2,200
xcfut,type2,200
uynrs,type1,400
uynrs,type2,200
tgpas,type2,200
oqliu,type2,200
gtgne,type2,200
jarxu,type1,400
jarxu,type2,200
yevly,type1,400
yevly,type2,200
bicqe,type2,200
gniuo,type2,200
nbiay,type2,200
obvwl,type2,200
lsltv,type1,400
mkhao,type1,400
rcwiu,type1,400
rcwiu,type2,200
vrdwk,type1,400
mthak,type1,400
gyhru,type2,200
yqoye,type2,200
yikwq,type2,200
vhawp,type1,400
txmre,type1,400
xxlnx,type1,400
btxhj,type1,400
cmtxc,type1,400
eltjd,type1,400
eltjd,type2,200
rqxjc,type1,400
aiojl,type2,200
qycbn,type2,200
owbqj,type1,400
mttwq,type2,200
rpyjr,type1,400
rpyjr,type2,200
oxoyc,type1,400
oxoyc,type2,200
fqyaq,type2,200
tqndo,type1,400
tqndo,type2,200
ojvbv,type2,200
jnugg,type2,200
cpfib,type2,200
xwijk,type1,400
bdsds,type2,200
oelnl,type2,200
auylh,type2,200
fwtyj,type1,400
komas,type1,400
ntqwq,type1,400
eajtn,type2,200
ftrdn,type1,400
tyscq,type2,200
fxkpy,type2,200
xuhid,type1,400
immss,type2,200
ntyye,type2,200
ryqwe,type2,200
hxnyn,type2,200
snoei,type1,400
snoei,type2,200
sausd,type2,200
nkpir,type1,400
yarqg,type1,400
cwias,type2,200
tdnay,type2,200
nlafr,type2,200
cqbwa,type2,200
xovji,type2,200
qdqwl,type1,400
newkj,type2,200
uddwr,type2,200
ifien,type1,400
ifien,type2,200
bwbkf,type1,400
fykpp,type2,200
eqqii,type2,200
jjafg,type2,200
kisvw,type2,200
xsyhq,type1,400
xsyhq,type2,200
dhjnt,type1,400
dhjnt,type2,200
bpyie,type2,200
pgyof,type2,200
csboi,type1,400
elpms,type2,200
qryje,type2,200
xeexp,type1,400
jhtdf,type1,400
nxxxt,type1,400
ydxgs,type2,200
cekhh,type1,400
wbdow,type1,400
rjqyq,type1,400
sigek,type1,400
sigek,type2,200
dxdvj,type1,400
avgwu,type2,200
arhnx,type2,200
omnej,type2,200
cblbi,type2,200
vkghd,type2,200
vlkhy,type2,200
ugmkr,type2,200
ypvwc,type2,200
kymhs,type1,400
vykjc,type2,200
stday,type1,400
mjcyc,type2,200
kqqyv,type2,200
xiaru,type1,400
xiaru,type2,200
gkqlx,type2,200
jjhjc,type1,400
jjhjc,type2,200
lpfoo,type2,200
byvok,type2,200
itcre,type2,200
oawxi,type1,400
xgsxf,type1,400
vavuw,type1,400
vavuw,type2,200
syijj,type2,200
ilqht,type2,200
yiqlj,type2,200
hmorc,type1,400
cgjeb,type2,200
ctaxa,type2,200
uqgwv,type2,200
uspyp,type2,200
tyhxl,type2,200
sxxvh,type2,200
etmmt,type1,400
etmmt,type2,200
rttbw,type1,400
rttbw,type2,200
qetim,type1,400
vrhtp,type1,400
vrhtp,type2,200
ujsyd,type1,400
ujsyd,type2,200
lcuqf,type2,200
hmkyf,type2,200
llsib,type2,200
dedmv,type2,200
bcmuh,type1,400
rvnib,type2,200
uwjwo,type1,400
uwjwo,type2,200
vhjvj,type1,400
vhjvj,type2,200
wpvjg,type1,400
dkauh,type1,400
ckmgv,type1,400
jroqa,type1,400
jroqa,type2,200
lcxrs,type2,200
oxbjb,type2,200
erpcb,type1,400
qkqau,type1,400
qkqau,type2,200
qyfcd,type2,200
sknwo,type2,200
leqxw,type1,400
leqxw,type2,200
ibkpa,type2,200
enyce,type2,200
yjsdg,type1,400
vaokl,type1,400
gruss,type2,200
wunmf,type1,400
teqvr,type1,400
teqvr,type2,200
buyef,type1,400
jvlvo,type2,200
bvbnp,type1,400
mesmv,type2,200
dello,type1,400
oaqkd,type1,400
ncyns,type1,400
cvdou,type1,400
raenw,type1,400
raenw,type2,200
kkuyl,type1,400
dqkno,type2,200
xbhex,type1,400
oeqdl,type2,200
tdbck,type1,400
xcnpf,type2,200
ttgmd,type2,200
unvbg,type2,200
ensqk,type2,200
yiuwm,type1,400
xmerh,type1,400
xmerh,type2,200
aytkj,type2,200
pbodr,type1,400
pbodr,type2,200
qhjyb,type2,200
mnlrh,type1,400
mnlrh,type2,200
pguuh,type2,200
lqwrb,type2,200
tlbrw,type1,400
aigqc,type1,400
aigqc,type2,200
kxbev,type2,200
tmdfv,type2,200
rsoly,type1,400
pnlsj,type2,200
ncbbp,type2,200
fwyid,type2,200
xqywc,type1,400
uwkyj,type2,200
qgnak,type2,200
xtrdp,type2,200
trigw,type2,200
qwaqy,type2,200
jeibw,type2,200
wxllk,type2,200
dnhyj,type2,200
udixk,type2,200
ccehi,type2,200
oewxn,type2,200
uslwp,type2,200
syxpi,type2,200
iiqim,type2,200
oowio,type2,200
jlobi,type1,400
jlobi,type2,200
fgcru,type1,400
hxysm,type1,400
bpyqd,type2,200
mdyub,type1,400
vwcok,type1,400
mkhvb,type2,200
eclri,type2,200
quffc,type1,400
sbupc,type1,400
avgnw,type1,400
avgnw,type2,200
lktxb,type1,400
lktxb,type2,200
tvqby,type2,200
lxmde,type2,200
qucpw,type2,200
vbtqu,type1,400
hpvsi,type1,400
hpvsi,type2,200
tiycv,type1,400
ljpdw,type1,400
xhqea,type1,400
xhqea,type2,200
lctbo,type2,200
ahgdy,type2,200
fimvd,type1,400
vwpwn,type1,400
qydcn,type1,400
bposd,type2,200
wqixr,type1,400
txqfv,type2,200
yblst,type1,400
urucg,type2,200
fkwxr,type1,400
vrmrt,type2,200
mosnp,type2,200
nbsxi,type1,400
yqrfg,type2,200
vlcus,type2,200
rxmuf,type1,400
pdjyl,type1,400
pdjyl,type2,200
acuxu,type1,400
rigww,type2,200
iqmpe,type2,200
rsifi,type2,200
waqhn,type1,400
waqhn,type2,200
hejwp,type2,200
lpjda,type2,200
kirgg,type2,200
yqpnj,type2,200
ceqil,type2,200
wewwb,type2,200
isyrd,type1,400
tnbmw,type2,200
dqxuv,type1,400
ofkfy,type1,400
ofkfy,type2,200
kvueo,type2,200
evykf,type1,400
acpok,type2,200
htuih,type1,400
wnxws,type2,200
hlyxp,type2,200
nyyqy,type2,200
ktyss,type2,200
syowr,type2,200
cmuds,type2,200
xbihf,type2,200
qvwfa,type2,200
kqmqf,type2,200
gfmle,type1,400
btjne,type2,200
uswhh,type2,200
lssnd,type2,200
gejpr,type2,200
mxmdu,type2,200
oqrkx,type1,400
icbuf,type1,400
xtwyc,type1,400
lyiuh,type1,400
lxial,type1,400
ixjbw,type2,200
gqqep,type2,200
dkwii,type1,400
akekc,type1,400
mwxkv,type1,400
cbqdm,type1,400
cbqdm,type2,200
pmtqs,type2,200
acwbq,type2,200
sdcme,type2,200
dtlhb,type2,200
dhith,type2,200
roowa,type2,200
sjjvq,type1,400
oglri,type1,400
uuksx,type1,400
lettf,type2,200
plnnh,type1,400
mrexs,type2,200
asruy,type2,200
umink,type2,200
tpvxx,type2,200
ukbqa,type2,200
rhfsp,type1,400
rhfsp,type2,200
lpdxp,type1,400
mshji,type1,400
mshji,type2,200
kuewx,type1,400
kuewx,type2,200
rfwrg,type2,200
paykc,type1,400
qlbyt,type2,200
tokhu,type2,200
cbeca,type1,400
scsbr,type2,200
dprck,type2,200
ntlbm,type1,400
yxuth,type2,200
seheo,type1,400
fkwep,type1,400
nxnri,type2,200
blmrq,type2,200
honbj,type1,400
xslqp,type2,200
uyubv,type1,400
evmls,type2,200
evcup,type2,200
mldgv,type2,200
nmikk,type2,200
pupvg,type2,200
ppdgr,type2,200
mrwaj,type1,400
hafqj,type2,200
yrrhb,type1,400
yrrhb,type2,200
hdhnr,type1,400
hdhnr,type2,200
exxob,type1,400
qdvct,type2,200
ugcdq,type2,200
dcgub,type1,400
ihkuu,type2,200
apron,type2,200
wrtgx,type2,200
hqxps,type2,200
faavh,type1,400
vehlo,type2,200
kamks,type1,400
himkq,type2,200
qykrb,type1,400
krtxb,type2,200
hemgn,type1,400
hemgn,type2,200
xobbd,type2,200
jqnxm,type1,400
jlecu,type1,400
jlecu,type2,200
empep,type2,200
bdfnf,type1,400
vfjbf,type2,200
puaxe,type2,200
qmshv,type2,200
stmru,type1,400
stmru,type2,200
rbbug,type1,400
thoqm,type2,200
gpufi,type1,400
gpufi,type2,200
thycb,type1,400
xmdpq,type2,200
rurqy,type2,200
frbrw,type1,400
frbrw,type2,200
dwgoe,type1,400
ilnmj,type2,200
wetif,type2,200
avrkm,type2,200
mhrjw,type1,400
rlxkw,type2,200
husfb,type1,400
nxftf,type2,200
tkejq,type2,200
sybbt,type2,200
xrvap,type2,200
xckva,type2,200
vonum,type2,200
xueyi,type2,200
ngtdi,type1,400
ngtdi,type2,200
gswwt,type1,400
rxlou,type2,200
krvca,type1,400
ekxsw,type1,400
ekxsw,type2,200
mgyop,type2,200
mdrrt,type1,400
mdrrt,type2,200
ouatj,type1,400
bokbd,type1,400
kcnje,type1,400
wdddv,type1,400
iasul,type2,200
uqmjv,type1,400
pkxfj,type2,200
sciuj,type2,200
hqtjq,type1,400
gjnvv,type1,400
acvdg,type2,200
eavcr,type1,400
eavcr,type2,200
ewdwc,type2,200
gobnx,type2,200
yobqa,type1,400
yobqa,type2,200
vkepv,type2,200
knmoo,type1,400
aalrh,type2,200
dwmkv,type1,400
hrnuc,type1,400
jwvhh,type1,400
wsimw,type1,400
ydlog,type2,200
arvml,type2,200
lvihl,type2,200
ndqxr,type1,400
mbfui,type2,200
njpvg,type1,400
kkilv,type2,200
jawhb,type2,200
jdnbi,type2,200
gyjsu,type1,400
gyjsu,type2,200
jovqr,type1,400
jovqr,type2,200
aoddx,type1,400
osogr,type1,400
osogr,type2,200
iotge,type2,200
tgweg,type2,200
jwsgh,type2,200
oxxua,type2,200
unigd,type2,200
uwemj,type2,200
idtrg,type1,400
ypwhn,type1,400
lxmvy,type2,200
fhsuo,type1,400
awrkr,type2,200
tijif,type2,200
wqvgd,type1,400
gyros,type2,200
mbmcs,type2,200
olhla,type1,400
ygbqy,type2,200
fkete,type2,200
tjbxy,type1,400
tjbxy,type2,200
dcvdt,type1,400
xmmok,type1,400
tfmsj,type2,200
eachb,type2,200
ynljy,type1,400
ynljy,type2,200
dxlfw,type2,200
faldr,type2,200
krmtm,type2,200
tbguh,type2,200
duadj,type1,400
qscfe,type1,400
wupwv,type2,200
tghqp,type1,400
tghqp,type2,200
pnlkq,type2,200
cvfam,type2,200
ipqxm,type1,400
ngkuf,type2,200
doxhs,type2,200
tmuch,type1,400
tmuch,type2,200
kyttc,type1,400
hexuy,type1,400
quvar,type2,200
rixee,type1,400
ieaca,type1,400
yhcbt,type1,400
yhcbt,type2,200
kcdhv,type1,400
oemsp,type2,200
yubwy,type1,400
ctbfm,type1,400
btjyo,type2,200
yyllq,type2,200
gmash,type2,200
ojapi,type1,400
xfhpa,type1,400
oqkfe,type2,200
shtmo,type2,200
rhymv,type1,400
umfnh,type2,200
cvopg,type2,200
iiuqs,type1,400
iiuqs,type2,200
kleoh,type2,200
aykgs,type2,200
qbfla,type1,400
oxcjq,type1,400
oxcjq,type2,200
eplgf,type1,400
eplgf,type2,200
dmwmc,type2,200
mfmxc,type2,200
yhbih,type2,200
yewch,type2,200
dlanr,type2,200
moupn,type2,200
irmpw,type1,400
vywhk,type2,200
qmcey,type1,400
qmcey,type2,200
uuxdf,type2,200
pjxbl,type2,200
drxhx,type2,200
qeywa,type2,200
sgwul,type2,200
uaajx,type2,200
pnynr,type2,200
vnend,type2,200
ywmoj,type2,200
kiued,type1,400
jivnh,type2,200
rmlbb,type2,200
vatpc,type2,200
lrfbs,type1,400
chlur,type2,200
pvuni,type2,200
fdfbm,type2,200
tcenm,type2,200
jluag,type1,400
jluag,type2,200
nuebs,type2,200
ldtgg,type2,200
cvmyn,type2,200
fgivm,type1,400
fgivm,type2,200
cdlqv,type2,200
rhafu,type2,200
vohaa,type1,400
cxijd,type1,400
lwihv,type2,200
uqgyl,type2,200
rdyha,type1,400
xyxkb,type2,200
ihauq,type2,200
sfnrx,type2,200
vmous,type1,400
gksml,type2,200
hoype,type1,400
mwcds,type1,400
mwcds,type2,200
jrirs,type2,200
ltdum,type1,400
lohfa,type2,200
wcenm,type2,200
uaock,type2,200
qwyqf,type1,400
ixbye,type1,400
jkxyw,type1,400
xcwjx,type1,400
msgjw,type2,200
ekbba,type2,200
kyywy,type2,200
yyewr,type1,400
qwkyu,type1,400
pegxh,type2,200
fporg,type1,400
temht,type2,200
neqrk,type1,400
mphqw,type2,200
bnaay,type2,200
jahul,type2,200
nphfc,type1,400
nphfc,type2,200
iktxo,type2,200
kagun,type1,400
oxgxc,type1,400
lxghi,type2,200
saqix,type2,200
oivce,type2,200
noacr,type2,200
ccobw,type1,400
ybewm,type1,400
ybewm,type2,200
vrwat,type2,200
dkxwc,type1,400
fualy,type1,400
mfhhc,type1,400
mfhhc,type2,200
jjglm,type2,200
tivra,type2,200
tiivn,type2,200
hipam,type2,200
xlphr,type2,200
yeplw,type1,400
hbpfp,type1,400
hbpfp,type2,200
nwwwt,type1,400
nwwwt,type2,200
uyyms,type2,200
nexjp,type1,400
nexjp,type2,200
evknf,type1,400
acwpd,type1,400
yhsbu,type2,200
skqoa,type1,400
skqoa,type2,200
guybf,type2,200
josxc,type2,200
byjrq,type1,400
cjfeo,type2,200
xaeku,type1,400
ljvas,type1,400
qavqx,type1,400
qavqx,type2,200
majhm,type1,400
majhm,type2,200
ifxid,type2,200
vphei,type1,400
xpckf,type2,200
nllrp,type1,400
nllrp,type2,200
mmioi,type1,400
mmioi,type2,200
hqdas,type1,400
hqdas,type2,200
khrhv,type2,200
qwgpp,type1,400
qwgpp,type2,200
bayjl,type1,400
cshgc,type1,400
wuoiq,type1,400
crgfc,type1,400
oeixk,type1,400
fandk,type2,200
kvowy,type2,200
cmwbs,type1,400
xssow,type2,200
meonr,type2,200
rwmgs,type2,200
evnql,type1,400
xuquh,type1,400
xuquh,type2,200
clmyx,type2,200
lcwtq,type2,200
offkv,type2,200
efxrb,type2,200
cuybk,type1,400
cuybk,type2,200
xavjo,type1,400
xavjo,type2,200
jpuyj,type2,200
pdkfb,type2,200
qtlab,type1,400
qtlab,type2,200
uruop,type1,400
lexho,type2,200
aknxc,type2,200
tgpbc,type1,400
tgpbc,type2,200
ybqkk,type1,400
jyipv,type1,400
btmut,type1,400
klymd,type1,400
egsev,type1,400
gabyc,type2,200
ecdcj,type1,400
quovj,type2,200
lajkx,type1,400
vnwjs,type2,200
oogye,type2,200
lljov,type1,400
oeryg,type2,200
mcxeo,type1,400
ogbht,type1,400
ooyxi,type1,400
ooyxi,type2,200
qosdf,type2,200
wcifh,type2,200
vidsb,type2,200
dsnje,type1,400
oqhls,type2,200
pjahr,type2,200
wdxtd,type1,400
wdxtd,type2,200
eestd,type2,200
dqeir,type2,200
qqweq,type2,200
lugrv,type1,400
hxqhb,type2,200
ckybw,type1,400
afwrf,type2,200
jgaqw,type2,200
wkhqc,type2,200
vccux,type2,200
yaqow,type2,200
lrbuu,type1,400
lrbuu,type2,200
tjcrb,type2,200
luhvy,type1,400
luhvy,type2,200
ofhig,type1,400
fgeey,type2,200
elsre,type2,200
wutfj,type2,200
adobd,type2,200
slnwd,type2,200
yixna,type1,400
pcfxj,type2,200
cnoke,type2,200
pjevl,type2,200
gclhh,type1,400
reuug,type2,200
dftll,type2,200
siacq,type2,200
qkwpa,type2,200
iadly,type1,400
iadly,type2,200
slpnl,type1,400
slpnl,type2,200
jrbuy,type2,200
fyqcr,type1,400
afiib,type2,200
usaee,type1,400
dmqxa,type2,200
tfatp,type1,400
tfatp,type2,200
bbtyi,type1,400
miwbs,type2,200
nqjkf,type1,400
fjlke,type1,400
fjlke,type2,200
xtqgt,type2,200
ipmtn,type2,200
nxsoj,type1,400
nrqro,type1,400
nrqro,type2,200
ydtut,type1,400
sgfpp,type1,400
sgfpp,type2,200
ybubp,type2,200
bwsuh,type2,200
beahp,type2,200
ehcss,type2,200
temav,type2,200
ktsnt,type1,400
nguan,type2,200
wkjnr,type2,200
rprvk,type2,200
urgou,type2,200
wqimf,type2,200
lbked,type1,400
lbked,type2,200
lcjrr,type2,200
rqcio,type2,200
vfwbc,type2,200
rutdk,type1,400
rutdk,type2,200
npwaf,type2,200
arggm,type2,200
vrvcx,type2,200
ebjuw,type2,200
sbmgp,type2,200
tnmva,type1,400
sginl,type1,400
sginl,type2,200
catgh,type2,200
yjgvy,type2,200
poykl,type2,200
ujhwq,type2,200
kxbql,type2,200
shjhx,type1,400
pxeia,type2,200
uvygr,type1,400
rgolr,type2,200
ekqxp,type1,400
ekqxp,type2,200
euudo,type2,200
pvfuo,type1,400
pvfuo,type2,200
tubiw,type2,200
utjlv,type1,400
utjlv,type2,200
lrlge,type1,400
vfgwd,type1,400
ipqhy,type2,200
nfera,type2,200
cepck,type2,200
iqudj,type1,400
jlqte,type2,200
yrbrl,type2,200
kssxm,type2,200
nlukq,type1,400
dlkrf,type2,200
scexm,type1,400
scexm,type2,200
quhmf,type1,400
quhmf,type2,200
yayvw,type2,200
bljac,type1,400
xhuoq,type2,200
fkmxk,type1,400
fkmxk,type2,200
hadys,type2,200
icxfi,type1,400
icxfi,type2,200
bxcoj,type1,400
bxcoj,type2,200
dxdqf,type2,200
jsmlo,type2,200
heqbs,type1,400
ltmgi,type1,400
auhic,type1,400
auhic,type2,200
tljoe,type2,200
ycvwj,type2,200
bjvgo,type1,400
aljjj,type1,400
wyges,type1,400
wyges,type2,200
ptuwe,type1,400
ptuwe,type2,200
rtrkf,type2,200
udopi,type2,200
wxybb,type1,400
wxybb,type2,200
rrpod,type1,400
wpkbw,type1,400
bwlwu,type2,200
yjaaa,type1,400
oyfjs,type1,400
avibq,type1,400
otely,type2,200
vphmk,type2,200
qasnu,type1,400
cpokg,type1,400
cpokg,type2,200
csqhq,type1,400
vtvlu,type2,200
ljwuk,type1,400
mipev,type1,400
rnahg,type2,200
pqmhw,type2,200
ysxed,type2,200
ldryx,type1,400
sjhlx,type1,400
sjhlx,type2,200
tnomr,type1,400
txyvf,type2,200
jscqt,type1,400
hmdvb,type2,200
vqkcl,type1,400
vqkcl,type2,200
ngmmg,type2,200
tagxx,type1,400
fjmhm,type1,400
fyoak,type2,200
ykwte,type2,200
lbbcg,type1,400
awtqm,type1,400
awtqm,type2,200
tqvow,type1,400
hiwwt,type1,400
jtlve,type2,200
egmnn,type2,200
bhgwf,type2,200
fyhtc,type2,200
lybaq,type2,200
bgofr,type1,400
bymxw,type1,400
hdssw,type1,400
rrayg,type2,200
rimny,type2,200
ihyfv,type1,400
wygkb,type2,200
ljsgm,type2,200
jnisu,type2,200
bxxlm,type2,200
qyjul,type1,400
fmkyg,type2,200
mfgpy,type2,200
ttnms,type2,200
xdshy,type1,400
qdnad,type2,200
wroox,type2,200
hphhj,type1,400
hiowa,type2,200
pdykk,type2,200
fllyv,type2,200
xhoik,type1,400
vabho,type1,400
rvphk,type1,400
prrjn,type1,400
inybb,type2,200
bcgpd,type2,200
hfans,type1,400
royqx,type1,400
sfyig,type1,400
sfyig,type2,200
nelbk,type1,400
ufofj,type2,200
wvclg,type2,200
kouxs,type1,400
kouxs,type2,200
jnqkw,type1,400
jnqkw,type2,200
kctlv,type2,200
ccesl,type1,400
xafcl,type1,400
xafcl,type2,200
kmbdx,type1,400
mqfgy,type2,200
qqdlw,type2,200
ohrpc,type1,400
pkxwh,type1,400
yjxim,type1,400
yjxim,type2,200
jveyq,type1,400
ukdki,type2,200
qyeii,type1,400
mpuge,type2,200
dbhad,type2,200
eqody,type1,400
evfjn,type1,400
uvcdi,type1,400
uvcdi,type2,200
ehciy,type1,400
xpjwy,type2,200
ddqpl,type1,400
nlmdl,type1,400
yuwvu,type2,200
abiwl,type1,400
abiwl,type2,200
fjspx,type1,400
fjspx,type2,200
sujdm,type2,200
fgkhm,type2,200
vwxor,type2,200
trujb,type2,200
cfuyc,type1,400
hgbkx,type2,200
nthwv,type1,400
myeaw,type1,400
uskxm,type1,400
uskxm,type2,200
tmdlo,type2,200
xxrxf,type2,200
yqmpl,type1,400
pupii,type2,200
agrcq,type2,200
gyblv,type2,200
qgqdd,type1,400
qhnae,type1,400
gbuus,type1,400
uvadn,type2,200
aegfu,type2,200
vgskl,type1,400
vgskl,type2,200
xxfjs,type1,400
flfwa,type2,200
vllns,type1,400
qxkrg,type1,400
ywcxm,type1,400
pwyrt,type1,400
atwyu,type2,200
rorfo,type1,400
slbpi,type1,400
